id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature10,feature11,rating
4825,13.4,2.9,3.4000000000000004,3.48,4.6,10.7,9.9462,0.29,6.1,old,6.0,0.57,3
5152,3.4,1.6,6.0,3.47,7.400000000000001,9.9,9.972000000000001,0.0,1.8,new,7.1,0.7,3
2433,22.9,6.3,3.5,3.11,5.4,8.9,9.9888,0.2,13.9,old,7.4,0.5,3
3478,18.4,2.2,3.6,3.31,6.0,9.8,9.9711,0.45,10.4,old,6.2,0.56,3
1376,13.4,0.6,2.7,3.15,4.7,11.4,9.929,0.41,1.7,old,6.9,0.69,3
3194,8.9,0.7,1.6,3.26,3.6000000000000005,11.0,9.9111,0.32,1.2,old,5.7,0.48,2
1098,12.0,3.2,2.9,3.31,3.9,10.1,9.962,0.25,10.6,old,6.5,0.34,3
4508,12.9,7.5,2.6,3.2,3.4000000000000004,11.5,9.902000000000001,0.3,2.6,old,5.8,0.38,1
968,9.3,2.3,0.8,3.34,2.8,12.0,9.91,0.33,1.9,old,6.5,0.7,4
6322,2.3,0.8,2.6,3.26,7.6,9.6,9.974,0.37,1.4,new,8.3,0.7,3
5510,2.9,1.8,6.4,3.32,7.7,10.0,9.965,0.0,2.4,new,7.5,0.6,3
2985,11.5,2.9,1.7999999999999998,3.11,3.9,10.9,9.9469,0.28,10.2,old,6.7,0.45,4
4535,15.6,6.05,2.6,3.06,4.7,9.1,9.984,0.53,12.7,old,7.3,0.45,3
1681,21.2,4.9,3.1,3.74,4.6,11.9,9.962,0.3,10.0,old,6.3,0.55,3
4064,8.5,2.3,2.8000000000000003,3.42,3.2,12.5,9.9027,0.21,1.6,old,5.5,0.42,2
4678,13.7,5.7,2.85,3.08,3.5000000000000004,8.9,9.9732,0.49,11.4,old,6.6,0.54,3
5321,2.4,0.6,2.4,3.15,6.6000000000000005,11.0,9.978,0.47,2.1,new,10.5,0.9,4
3894,13.4,2.1,4.35,3.24,3.1,12.2,9.9151,0.16,6.4,old,5.9,0.46,3
6182,3.6,1.8,4.2,3.39,7.1,10.9,9.9476,0.19,2.3,new,7.0,0.56,2
4324,10.0,4.5,2.0,3.4,4.3,11.4,9.9033,0.28,1.0,old,5.9,0.41,3
2569,13.5,2.5,2.4,3.33,3.4000000000000004,10.3,9.9582,0.24,8.6,old,6.6,0.59,3
5729,2.4,1.6,6.1,3.56,7.1,11.1,9.937600000000002,0.08,2.1,new,5.9,0.77,3
1839,10.4,2.7,1.9,3.04,12.3,9.4,9.954,0.23,5.7,old,7.0,0.54,3
352,12.8,2.7,3.35,3.14,7.1,9.6,9.924,0.3,2.5,old,5.5,0.51,3
3317,10.5,3.2,3.2,3.24,4.3,11.2,9.9266,0.32,8.3,old,5.6,0.47,3
3991,10.4,3.6,2.0,2.99,6.0,9.2,9.9317,0.41,1.1,old,6.9,0.39,2
4476,10.4,3.7,2.0,3.11,3.4000000000000004,12.7,9.8865,0.38,1.3,old,6.0,0.52,3
6488,3.5,2.6,5.5,3.32,7.7,11.6,9.9314,0.15,1.8,new,6.3,0.82,3
2739,10.0,2.5,3.2,3.08,3.4000000000000004,12.4,9.9026,0.28,4.8,old,6.8,0.47,4
5135,3.9,1.5,6.45,3.37,9.7,9.2,9.9675,0.0,1.9,new,7.2,0.58,3
2964,12.8,3.8,1.9,3.77,4.4,10.6,9.9362,0.24,1.3,old,5.8,0.6,2
5450,4.4,1.4,4.6000000000000005,3.12,9.2,10.0,9.98,0.24,2.7,new,9.5,0.74,3
3092,15.2,2.8,2.7,3.02,4.3,11.4,9.9129,0.52,3.2,old,7.6,0.53,3
5239,1.8,0.5,4.2,3.21,6.5,11.3,9.972000000000001,0.48,2.7,new,10.6,0.87,3
4860,11.9,2.4,5.2,3.04,4.6,11.0,9.9224,0.33,7.7,old,6.0,0.38,3
472,8.6,1.9,2.4,3.25,2.3,12.5,9.9,0.29,2.0,old,6.6,0.45,3
1870,16.3,3.5,1.9,3.31,4.9,10.3,9.924,0.21,1.8,old,6.3,0.5,3
1549,12.2,1.7,1.5,3.03,3.1,10.3,9.932,0.49,1.5,old,8.5,0.4,3
1785,14.2,7.3,2.1,3.05,3.4000000000000004,11.4,9.945,0.26,9.25,old,8.5,0.37,3
1581,8.4,3.2,3.0,2.94,3.9,11.5,9.937999999999999,0.49,7.2,old,9.0,0.32,3
5932,4.8,1.5,7.45,3.2,7.7,9.7,9.9739,0.18,2.5,new,8.9,0.47,3
5427,3.3,0.6,6.3,3.09,7.7,9.4,9.974,0.24,2.4,new,9.9,0.57,2
5458,1.9,0.5,6.0,3.14,7.5,11.4,9.994,0.49,2.8,new,12.7,0.57,2
3594,10.7,3.7,1.9,3.12,4.9,10.7,9.9332,0.32,7.6,old,6.8,0.44,4
607,15.8,3.8,2.5,3.43,4.9,9.6,9.965,0.29,7.5,old,7.3,0.38,2
5813,0.6,0.3,3.15,3.27,7.9,11.9,9.951200000000002,0.4,2.2,new,8.6,0.67,3
358,15.2,1.9,2.0,3.0,5.0,10.4,9.94,0.39,1.4,old,10.0,0.42,3
5593,4.4,1.8,4.699999999999998,3.9,3.4000000000000004,12.8,9.921,0.02,1.3,new,5.1,0.62,3
1625,16.1,3.7,2.6,3.38,3.7000000000000006,9.7,9.954,0.49,6.4,old,6.4,0.53,3
4256,11.9,1.6,3.3000000000000003,3.15,5.1,9.2,9.9416,0.26,5.1,old,6.0,0.41,2
3519,13.2,4.6,3.3000000000000003,3.23,3.8,13.4,9.9143,0.62,7.5,old,6.9,0.43,4
4728,12.2,3.6,2.1,3.12,3.5000000000000004,10.6,9.9478,0.31,10.5,old,7.2,0.4,3
4035,17.2,5.3,2.0,3.24,3.2,11.0,9.9404,0.22,7.4,old,6.4,0.58,3
10,6.3,1.1,2.7,2.99,3.3000000000000003,12.0,9.908,0.41,1.45,old,8.1,0.56,2
3708,18.3,6.1,3.5,2.86,8.8,9.0,9.9786,0.46,11.8,old,7.7,0.47,2
2782,21.1,3.2,2.0,3.31,5.3,10.4,9.9587,0.31,6.85,old,7.1,0.59,3
4754,10.6,4.0,1.9,3.16,4.3,9.7,9.9632,0.35,10.2,old,6.4,0.5,3
5070,1.8,0.6,4.2,3.29,7.3,9.2,9.972000000000001,0.17,2.0,new,8.0,0.61,3
4809,15.0,6.6,2.6,3.21,5.3,10.4,9.924,0.24,1.3,old,6.0,0.62,3
4598,11.3,2.0,3.6,3.2,5.3,11.0,9.9544,0.31,13.55,old,6.5,0.56,3
4810,14.7,2.9,3.75,3.42,5.4,9.1,9.9482,0.4,3.3,old,5.4,0.52,2
2533,14.9,5.3,2.2,3.21,4.6,10.8,9.9479,0.3,11.2,old,6.4,0.34,2
295,17.5,3.4,3.3000000000000003,3.37,4.6,9.4,9.934,0.27,1.2,old,6.3,0.54,3
2834,11.7,5.1,1.5,3.28,4.1,11.2,9.908999999999999,0.27,1.4,old,6.2,0.38,3
2987,11.3,2.9,1.7999999999999998,3.11,3.9,10.9,9.9406,0.28,9.8,old,6.8,0.45,4
3629,17.2,6.1,3.6,3.24,11.8,9.5,9.946,0.2,5.7,old,6.4,0.43,3
5917,2.3,1.0,5.0,3.53,7.8,10.4,9.9636,0.14,1.8,new,7.0,0.61,2
3881,11.1,4.2,2.8000000000000003,3.1,4.7,8.9,9.9896,0.24,17.8,old,6.0,0.45,3
498,17.4,1.3,3.35,3.27,4.0,10.0,9.92,0.34,1.0,old,5.7,0.66,2
5134,3.8,1.4,6.3,3.37,9.7,9.0,9.9675,0.0,1.9,new,7.2,0.58,3
5794,4.3,1.7,3.1,3.31,7.8,12.5,9.9444,0.39,2.4,new,8.3,0.77,4
1800,19.1,5.7,3.0,3.08,4.9,9.3,9.966,0.22,10.2,old,7.6,0.4,3
4783,12.7,3.8,3.0,3.04,4.5,8.9,9.974,0.5,12.1,old,6.7,0.53,3
1003,13.6,1.8,2.4,3.31,6.3,10.4,9.927999999999999,0.39,1.3,old,6.9,0.48,4
1811,11.6,0.9,3.8,3.15,4.6,9.4,9.944,0.2,3.4,old,7.6,0.41,2
2716,18.4,6.6,2.5,3.22,4.4,8.9,9.9976,0.34,13.7,old,7.8,0.75,2
5546,2.8,1.0,4.8,3.33,6.6000000000000005,11.2,9.964,0.3,2.8,new,8.7,0.67,4
3516,17.1,6.1,3.3000000000000003,3.25,4.4,13.3,9.8947,0.34,2.0,old,7.2,0.53,4
173,13.0,3.1,2.2,3.35,3.8,11.5,9.918,0.43,4.55,old,6.3,0.33,4
5033,6.3,1.6,7.45,3.19,9.0,9.6,9.965,0.11,1.9,new,8.4,0.82,2
5982,7.0,3.1,3.8,3.42,7.3,9.5,9.9685,0.3,1.8,new,7.2,0.59,3
5017,8.9,2.2,6.9,3.34,9.7,9.2,9.959,0.08,1.8,new,7.0,0.54,3
5369,5.2,2.5,5.4,3.2,8.1,11.4,9.97,0.42,2.4,new,9.6,0.71,3
4657,14.9,5.5,2.9,3.09,4.8,11.0,9.937,0.41,10.8,old,6.0,0.59,4
2769,16.3,0.8,3.2,3.24,5.0,10.7,9.9244,0.35,1.4,old,7.3,0.42,2
1484,13.4,0.8,3.2,3.14,5.3,9.1,9.958,0.24,4.6,old,7.5,0.5,0
5666,9.4,2.4,5.9,3.55,8.2,9.7,9.9744,0.02,2.3,new,7.1,0.53,3
1499,15.5,1.4,5.1,3.22,4.3,13.0,9.904,0.24,2.1,old,6.7,0.6,3
6199,5.7,2.0,8.6,3.6,10.0,11.7,9.9598,0.07,2.0,new,6.7,0.74,3
2822,15.0,2.5,2.0,3.22,4.4,10.5,9.9502,0.24,9.2,old,6.5,0.44,2
6149,6.0,2.7,5.8,3.28,7.7,9.8,9.963,0.14,2.2,new,7.5,0.59,2
561,12.8,3.9,3.7,3.24,5.7,10.1,9.924,0.1,1.6,old,5.9,0.48,2
643,16.3,3.4,2.4,3.31,5.0,9.5,9.969,0.28,11.5,old,6.4,0.45,2
4966,6.5,2.7,3.2,3.28,7.400000000000001,10.7,9.969,0.57,2.0,new,9.3,0.79,2
4845,9.3,1.5,3.8,3.18,13.6,9.5,9.9336,0.29,2.4,old,6.6,0.6,2
763,12.8,3.8,4.4,3.37,3.9,10.2,9.985,0.04,18.6,old,5.0,0.57,3
5508,5.7,2.5,2.4,3.39,8.3,9.2,9.982999999999999,0.54,2.5,new,8.8,0.54,2
4743,14.8,6.3,1.4,3.32,3.2,11.2,9.9185,0.37,1.2,old,6.0,0.44,2
947,14.7,2.4,1.6,2.96,3.9,10.0,9.935,0.35,1.6,old,8.5,0.36,2
2527,10.8,2.9,1.6,3.27,3.6000000000000005,10.2,9.9342,0.35,1.5,old,7.3,0.51,3
990,14.3,4.1,1.6,2.95,4.0,10.2,9.932,0.38,3.4,old,8.6,0.39,3
6434,4.5,2.4,5.300000000000002,3.6,7.7,10.3,9.9528,0.08,1.9,new,6.1,0.68,3
5924,3.6,1.4,3.1,3.41,6.6000000000000005,12.6,9.9364,0.32,1.9,new,7.9,0.56,3
4672,16.8,6.9,3.35,3.47,3.6000000000000005,10.46666667,9.9212,0.14,1.3,old,4.9,0.46,2
3811,15.6,2.3,2.8000000000000003,3.13,5.2,11.1,9.912,0.38,2.0,old,7.2,0.52,2
1686,14.7,4.2,2.6,3.46,4.7,10.0,9.982000000000001,0.37,9.4,old,7.4,0.72,2
4796,14.0,4.4,1.05,3.17,3.5000000000000004,10.7,9.9142,0.29,1.1,old,6.4,0.55,4
3203,12.7,3.5,2.2,2.97,4.4,11.0,9.9326,0.38,9.1,old,6.4,0.3,4
121,13.8,4.2,2.4,3.01,5.4,8.8,9.984,0.32,12.2,old,7.8,0.54,2
340,15.3,2.7,2.0,3.19,4.5,9.0,9.964,0.43,7.8,old,7.4,0.55,4
6470,10.4,3.5,6.9,3.33,6.9,9.5,9.9632,0.32,2.2,new,7.3,0.51,2
5961,1.7,0.6,2.9,3.22,7.5,11.8,9.9565,0.65,2.4,new,10.2,0.63,3
4102,16.6,5.4,3.7,3.23,5.7,10.0,9.9568,0.23,9.5,old,6.9,0.42,2
3222,11.5,4.1,1.6,3.01,3.7000000000000006,12.0,9.899,0.34,1.1,old,6.6,0.68,3
5526,3.1,0.7,5.4,3.27,9.7,9.3,9.976,0.26,2.5,new,8.7,0.6,3
2518,3.7,1.5,1.2,3.02,1.8000000000000005,11.9,9.9004,0.3,3.1,old,7.1,0.52,4
2445,21.0,4.05,3.4000000000000004,3.15,5.1,10.0,9.9314,0.34,2.6,old,6.6,0.61,2
6090,4.1,1.1,2.5,3.52,6.3,12.4,9.9439,0.37,2.5,new,7.2,0.8,4
3525,13.2,4.0,3.6,3.37,2.8,11.6,9.9186,0.27,6.3,old,5.3,0.4,3
2243,17.1,5.2,2.3000000000000003,3.54,4.7,10.4,9.9758,0.42,11.2,old,6.7,0.74,2
4690,15.6,1.8,1.6,2.88,3.5000000000000004,9.0,9.9666,0.32,12.5,old,6.7,0.36,3
94,14.8,5.1,1.7000000000000002,3.21,4.0,11.5,9.916,0.32,1.7,old,7.5,0.44,4
2044,11.5,2.2,3.85,3.28,3.4000000000000004,9.9,9.964,0.04,12.6,old,5.7,0.63,3
5970,7.5,3.3,3.5,3.4,8.3,9.5,9.968,0.26,1.8,new,7.2,0.58,3
3769,18.6,5.9,4.0,3.08,3.3000000000000003,9.4,9.9754,0.17,12.9,old,6.9,0.49,2
4179,19.8,8.1,2.4,3.2,5.2,9.4,9.986,0.4,15.4,old,6.9,0.69,2
532,17.8,5.3,2.5,3.01,6.7,9.0,9.976,0.36,13.2,old,7.4,0.48,3
4088,7.9,1.6,2.5,3.07,4.7,11.3,9.9173,0.27,3.8,old,7.3,0.46,3
833,8.2,2.7,2.5,3.18,3.5000000000000004,12.2,9.9045,0.34,1.3,old,6.9,0.44,3
6402,1.2,0.5,3.8,3.36,10.6,11.4,9.9605,0.57,2.3,new,7.5,0.55,3
5574,1.7,0.7,4.0,3.08,8.4,9.3,9.984,0.41,2.2,new,10.8,0.67,3
3273,11.8,4.0,2.3000000000000003,3.32,3.8,11.8,9.9074,0.32,1.9,old,6.4,0.53,4
2630,10.9,2.3,4.45,3.3,2.7,10.5,9.9148,0.26,1.4,old,5.9,0.36,3
1440,16.2,5.6,2.6,3.03,5.0,8.8,9.98,0.74,13.6,old,7.2,0.44,2
5861,2.7,2.0,2.7,3.15,10.0,11.2,9.9546,0.39,2.0,new,8.8,0.69,3
2466,15.9,5.1,2.7,2.98,4.0,8.7,9.9839,0.79,11.95,old,7.5,0.44,2
2328,11.1,2.2,3.5,3.11,3.8,9.7,9.9687,0.55,11.95,old,6.9,0.29,2
2364,20.4,4.25,3.2,3.59,6.0,9.2,9.951200000000002,0.24,1.3,old,6.6,0.51,2
2531,17.8,0.8,5.4,3.16,4.9,9.4,9.9502,0.27,7.1,old,6.7,0.38,1
5656,3.1,1.0,8.7,3.25,8.4,9.8,9.9656,0.0,2.2,new,8.1,0.5,2
19,13.3,3.4,3.1,3.22,4.4,9.5,9.955,0.14,7.5,old,6.5,0.5,2
108,17.1,6.0,2.3000000000000003,3.16,4.0,9.1,9.990000000000002,0.35,16.5,old,7.1,0.59,3
3904,10.6,3.3,4.55,3.21,3.6000000000000005,14.0,9.8746,0.18,1.9,old,5.0,0.83,4
2700,7.2,1.5,4.6000000000000005,3.26,2.7,11.5,9.9165,0.31,5.0,old,6.5,0.6,4
5192,5.3,1.7,3.4000000000000004,3.05,9.4,9.5,10.014,0.52,3.2,new,13.3,0.81,3
6132,1.8,1.1,7.5,3.39,5.9,12.8,9.9242,0.01,2.2,new,7.1,0.4,3
4127,21.5,5.1,3.1,3.33,5.9,10.3,9.9538,0.34,6.8,old,6.7,0.56,2
5749,2.2,0.9,4.3,3.28,8.5,9.5,9.9708,0.44,1.9,new,9.3,0.55,2
4780,13.8,3.6,3.0,3.15,4.2,9.7,9.9382,0.09,6.3,old,5.8,0.48,2
5153,11.9,1.7,5.699999999999998,3.26,7.3,9.3,9.9675,0.23,3.2,new,8.0,0.57,2
1124,13.5,1.9,2.3000000000000003,2.96,4.4,10.9,9.937,0.4,1.5,old,9.6,0.49,2
3771,12.5,6.1,2.7,3.14,4.2,10.2,9.9532,0.28,9.8,old,6.1,0.42,3
1032,23.4,4.45,3.0,3.49,5.5,10.2,9.972000000000001,0.36,6.8,old,7.1,0.64,3
5778,2.1,1.0,5.6000000000000005,3.15,7.8,9.9,9.9576,0.18,1.6,new,9.2,0.49,2
4647,10.1,3.5,2.6,3.36,4.2,11.4,9.9044,0.29,1.0,old,5.8,0.48,4
4902,3.4,1.1,7.0,3.51,7.6,9.4,9.978,0.0,1.9,new,7.4,0.56,2
6487,7.9,2.9,7.25,3.29,7.3,9.2,9.977,0.2,7.8,new,6.6,0.54,2
4260,14.5,4.4,3.6,3.22,3.8,11.2,9.9184,0.22,5.25,old,6.2,0.4,3
5269,2.5,1.1,2.4,3.32,5.6,8.7,9.967,0.4,1.6,new,7.9,0.87,3
5459,12.1,2.6,4.4,3.23,7.8,9.2,9.978,0.49,2.4,new,9.0,0.58,2
4317,13.8,5.8,3.4000000000000004,3.0,3.8,12.2,9.893,0.26,1.9,old,6.7,0.47,4
4048,11.8,4.9,1.9,3.0,3.8,10.7,9.9546,0.35,13.5,old,6.9,0.63,3
4396,17.3,5.5,2.7,3.11,5.3,9.8,9.9699,0.26,11.8,old,7.4,0.6,2
924,15.2,5.0,2.8000000000000003,3.45,4.4,10.7,9.934,0.41,2.0,old,7.9,0.49,5
959,17.4,3.8,2.4,3.03,5.0,9.0,9.982999999999999,0.34,15.4,old,7.3,0.42,3
3280,11.5,2.1,1.5,3.1,4.4,10.2,9.9166,0.29,1.8,old,6.4,0.38,2
3723,15.0,4.6,2.6500000000000004,3.36,3.6000000000000005,10.8,9.9299,0.28,6.9,old,5.7,0.44,4
2681,14.9,4.6,1.9,2.99,6.1,9.3,9.9772,0.27,11.2,old,7.2,0.59,3
5376,2.8,0.5,6.800000000000002,3.14,8.7,10.2,9.988,0.24,2.2,new,9.6,0.6,2
5523,5.8,2.1,6.9,3.46,12.4,10.2,9.997,0.0,5.6,new,6.8,0.72,2
3496,13.4,6.1,2.4,3.3,3.8,11.3,9.9146,0.28,3.95,old,6.0,0.54,4
1861,18.6,7.8,2.0,3.14,5.4,10.0,9.97,0.28,10.2,old,7.8,0.46,3
682,16.5,3.0,2.5,3.24,5.2,9.5,9.97,0.25,11.3,old,5.9,0.44,3
1616,20.6,6.1,3.4000000000000004,3.09,4.5,9.0,9.957,0.49,7.3,old,6.9,0.4,3
2006,17.0,5.1,2.0,3.34,5.5,8.9,10.004,0.38,11.8,old,8.4,0.82,3
5180,5.3,1.2,5.2,3.36,6.7,9.1,9.971,0.12,3.0,new,7.6,0.57,2
823,11.7,3.6,1.9,3.34,4.7,9.6,9.945,0.23,6.2,old,6.7,0.43,3
4984,13.6,2.0,4.9,2.93,11.0,9.9,9.972000000000001,0.28,1.9,new,8.6,1.95,3
2380,19.6,2.1,2.7,3.49,8.5,9.5,9.9516,0.19,1.9,old,6.4,0.64,1
670,19.9,3.4,4.2,3.14,5.8,9.3,9.972000000000001,0.26,9.2,old,7.8,0.55,3
905,10.1,0.9,1.9,3.06,4.7,11.1,9.94,0.42,1.6,old,8.4,0.65,1
4376,13.3,1.7,3.4000000000000004,3.02,4.2,9.4,9.9373,0.21,5.0,old,6.1,0.53,2
550,16.8,4.0,3.0,3.07,5.0,9.6,9.976,0.51,13.6,old,7.0,0.52,4
4033,12.5,2.3,2.6,3.13,2.1,11.1,9.9338,0.38,5.7,old,7.5,0.62,3
1604,13.7,3.9,4.1,3.24,4.8,9.5,9.942,0.01,2.8,old,6.7,0.35,2
6248,7.3,3.2,6.0,3.34,6.9,10.0,9.9654,0.29,2.0,new,9.0,0.57,2
6238,3.1,1.3,5.1,3.36,8.4,10.5,9.9538,0.02,1.7,new,7.5,0.54,3
599,5.5,1.4,1.9,3.08,3.6000000000000005,11.5,9.908999999999999,0.4,1.4,old,6.9,0.68,4
4030,10.5,3.0,1.9,3.11,2.3,11.4,9.9047,0.38,1.15,old,6.9,0.38,2
1093,13.2,2.9,1.7000000000000002,3.1,3.8,10.6,9.945,0.31,6.7,old,8.4,0.32,4
1592,11.1,2.5,2.1,3.13,4.7,10.7,9.916,0.74,1.2,old,6.8,0.41,3
2039,7.1,1.1,2.4,3.08,4.2,10.6,9.926,0.35,0.6,old,8.7,0.38,2
5483,3.8,0.8,5.1,3.47,9.1,9.6,9.98,0.24,2.4,new,7.6,0.66,3
4075,12.0,5.25,2.5,3.08,4.9,9.4,9.9691,0.26,12.5,old,5.7,0.45,3
1934,8.7,2.5,2.8000000000000003,3.23,4.0,10.3,9.924,0.36,1.6,old,6.8,0.66,3
609,9.4,1.2,3.7,3.48,6.1,10.7,9.965,0.35,5.7,old,7.4,0.69,3
1505,13.0,3.9,1.7999999999999998,3.04,4.1,9.8,9.945,0.49,1.5,old,9.2,0.49,4
6023,2.7,1.3,2.4,3.14,5.5,11.3,9.9394,0.35,1.7,new,8.8,0.59,4
4142,13.6,4.3,2.7,3.25,5.1,10.7,9.941,0.27,9.0,old,5.9,0.53,3
4136,12.8,2.0,6.5,3.46,3.5000000000000004,12.8,9.9016,0.23,5.0,old,5.9,0.48,3
4124,7.2,2.3,1.3,3.1,5.2,11.5,9.8974,0.36,1.6,old,6.0,0.5,4
3946,12.7,3.1,3.0,3.32,4.2,12.5,9.8964,0.33,2.1,old,6.0,0.42,3
5113,12.1,2.6,4.9,3.34,6.0,10.5,9.974,0.49,5.6,new,7.0,0.76,2
386,11.5,2.4,1.7000000000000002,3.48,2.6,10.8,9.906,0.56,1.5,old,5.0,0.39,4
5305,3.0,1.2,3.9,3.18,9.3,10.8,9.996,0.66,3.0,new,12.0,0.63,4
5489,14.9,2.3,3.9,3.12,7.000000000000001,11.5,9.922,0.49,1.7,new,6.6,0.5,3
2354,6.6,2.6,2.1,3.43,4.6,11.1,9.919899999999998,0.28,1.4,old,6.5,0.48,3
5862,3.8,1.8,4.699999999999998,3.16,5.8,11.1,9.9518,0.27,1.9,new,8.5,0.85,3
4511,11.0,2.4,2.7,3.36,3.4000000000000004,12.5,9.898,0.32,1.1,old,6.1,0.4,3
1245,23.3,6.2,6.6000000000000005,2.92,4.2,9.4,9.999,0.72,17.55,old,8.0,0.68,1
4469,10.0,3.5,2.3000000000000003,3.03,4.2,10.9,9.9094,0.27,2.1,old,6.4,0.63,3
5958,0.8,0.3,2.3000000000000003,3.14,7.400000000000001,9.9,9.981,0.57,1.8,new,11.6,0.7,3
3047,16.7,4.2,1.7999999999999998,3.11,4.1,11.9,9.908,0.53,1.2,old,7.7,0.44,2
971,11.0,2.4,2.7,3.32,2.0,12.6,9.898,0.19,1.7,old,6.0,0.47,4
1872,16.6,2.6,3.3000000000000003,3.09,4.7,8.9,9.976,0.2,16.05,old,5.8,0.46,2
3357,9.7,2.5,2.2,3.17,3.3000000000000003,11.3,9.9356,0.33,12.2,old,6.0,0.42,4
1235,19.5,4.6,3.2,3.03,3.6000000000000005,10.5,9.93,0.31,1.7,old,7.8,0.48,2
3742,14.9,2.9,1.5,2.96,5.1,9.0,9.9792,0.28,14.7,old,7.0,0.39,4
6180,2.2,0.9,7.65,3.33,8.4,10.9,9.9619,0.0,2.0,new,7.9,0.68,3
5389,2.5,1.2,4.1,3.34,5.5,13.3,9.952,0.5,2.5,new,9.2,0.79,4
3126,12.8,4.7,1.7000000000000002,3.08,5.9,11.0,9.932200000000002,0.37,6.9,old,7.2,0.46,4
526,2.9,0.3,3.1,3.04,4.0,12.5,9.906,0.46,5.0,old,7.2,0.53,1
4859,11.8,2.5,4.3,3.03,4.5,11.0,9.9222,0.34,7.6,old,6.0,0.37,3
6431,8.4,3.2,3.9,3.39,7.400000000000001,9.0,9.971700000000002,0.3,1.9,new,8.0,0.61,2
1652,11.8,2.9,2.9,3.24,4.4,10.9,9.927999999999999,0.49,1.0,old,8.2,0.36,1
2183,14.1,3.8,3.0,3.22,4.0,9.5,9.95,0.24,6.6,old,6.3,0.47,2
3729,12.6,1.1,2.8000000000000003,3.28,4.4,10.3,9.9293,0.41,1.3,old,7.5,0.45,2
3695,14.6,6.1,1.5,3.17,5.3,11.0,9.9112,0.4,1.3,old,6.4,0.68,3
1398,20.0,3.5,2.5,3.04,5.0,8.9,9.986,0.36,13.1,old,7.3,0.46,4
3143,10.3,5.2,1.9,3.5,4.0,11.2,9.9026,0.27,0.9,old,5.5,0.39,2
4636,17.7,3.9,5.1,3.28,4.8,10.56666667,9.9212,0.25,1.7,old,6.5,0.57,2
2387,18.6,2.4,3.0,3.29,5.3,9.9,9.9361,0.3,1.3,old,6.9,0.54,1
2747,12.7,4.8,2.6,3.1,5.7,10.0,9.9693,0.33,11.8,old,7.3,0.55,3
3620,16.8,10.8,2.0,3.07,4.0,10.7,9.9278,0.26,4.7,old,6.3,0.75,4
1453,15.6,3.7,5.2,3.14,3.4000000000000004,11.8,9.958,0.49,14.0,old,7.6,0.38,4
5032,2.9,1.3,10.4,3.22,8.4,9.9,9.959,0.05,2.2,new,7.9,0.55,3
3189,14.8,4.2,1.9,3.15,3.5000000000000004,10.2,9.9196,0.33,1.8,old,6.6,0.36,2
3518,13.1,2.6,2.0,3.19,5.0,11.1,9.9133,0.41,1.2,old,7.5,0.52,2
2459,14.7,3.1,3.3000000000000003,3.08,4.5,9.2,9.9822,0.24,16.05,old,6.6,0.52,2
149,11.6,2.3,2.5,2.99,5.4,9.4,9.94,0.3,4.1,old,6.9,0.38,3
1635,12.6,2.1,1.4,3.26,3.5000000000000004,10.2,9.933,0.74,1.6,old,7.5,0.45,3
4279,12.9,4.8,2.4,3.23,4.0,10.5,9.9691,0.27,16.8,old,6.2,0.38,3
2015,8.4,2.2,1.9,3.11,2.8,10.8,9.94,0.39,8.0,old,6.9,0.66,3
6443,2.8,1.6,6.3,3.36,5.9,10.1,9.9531,0.33,1.8,new,6.5,0.64,3
1663,17.6,3.5,3.3000000000000003,3.15,5.3,8.8,10.103,0.28,31.6,old,7.9,0.38,3
4799,11.1,3.5,2.6,3.11,4.7,10.4,9.9445,0.2,8.0,old,6.2,0.42,3
6187,11.0,2.0,6.0,3.3,6.800000000000002,10.2,9.9914,0.3,4.5,new,7.0,1.17,2
6459,13.1,3.1,6.0,3.21,8.0,9.9,9.9622,0.26,2.0,new,7.8,0.52,2
4676,12.8,4.1,2.5,3.18,4.5,9.6,9.9636,0.32,9.9,old,6.5,0.52,3
5146,3.9,0.9,5.300000000000002,3.35,7.400000000000001,9.8,9.9615,0.06,1.7,new,7.7,0.48,3
5106,9.5,1.8,4.4,3.22,10.0,9.4,9.966,0.28,2.7,new,7.8,0.67,2
4005,11.7,4.0,1.4,3.07,4.7,11.1,9.9111,0.35,1.5,old,6.8,0.72,3
3104,13.0,2.0,2.1,3.15,4.7,11.1,9.9178,0.49,2.5,old,7.6,0.48,2
1817,11.4,4.6,5.0,3.19,3.4000000000000004,9.2,9.932,0.0,0.8,old,7.2,0.34,1
896,24.2,5.2,1.7999999999999998,3.22,4.7,10.5,9.952,0.28,8.7,old,6.8,0.53,3
3554,8.7,4.9,2.0,2.92,2.3,11.1,9.9062,0.28,0.9,old,8.1,0.36,3
6190,2.8,1.4,3.95,3.62,5.6,12.4,9.9362,0.13,2.4,new,5.9,0.67,3
3956,14.5,2.2,2.4,3.24,5.0,10.3,9.920700000000002,0.18,2.3,old,5.4,0.46,2
6148,3.7,2.4,6.0,3.4,7.9,10.9,9.9514,0.01,2.3,new,7.1,0.61,3
3751,10.8,1.0,1.7000000000000002,3.28,3.9,10.0,9.9243,0.23,2.9,old,5.5,0.5,2
1237,11.6,3.5,2.4,3.17,2.4,10.9,9.927999999999999,0.39,3.6,old,7.3,0.51,2
